,Unnamed: 0,folio,year,trim,unidad,ciudad,punto,turno,p1,p2,p3a,p3n,p4,p5,p5_1,p5_2,p6,p6_1,p7,p8,p8_1,p9,p9_1,p9_2,p9_3_1,p9_3_2,p9_3_3,p9_3_4,p9_4_1,p9_4_2,p9_4_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11_1,p12_11_2,p13,p14,p14_1,p15,p16,p16_1,p16_2,p17,p18,p18_1,p18_2,p18_2_1,p18_2_2,p18_2_3,p19,p20,p20_1c,p20_1u,p20_2,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p22_1e,p22_1l,p22_1u,p22_2e,p22_2l,p22_2u,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p23_7,p23_8,p23_9,p23_10,p23_11,p23_12,p23_13,p23_14,p24e,p24m,p24l,p24u,p25_0_1,p25_0_2,p25_0_3,p25_0_4,p25_0_5,p25_0_6,p25_0_7,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_2_1,p25_2_2,p25_2_3,p25_2_4,p25_2_5,p25_2_6,p25_2_7,p25_2_8,p26,p26_1_1,p26_1_2,p26_1_3,p26_1_4,p26_1_5,p26_1_6,p26_1_7,p26_2,p27_1,p27_1_1,p27_2,p27_1_2,p27_3,p27_1_3,p27_4,p27_1_4,p28,p29,p29_1,p30e,p30m,p30l,p30u,p30_1c,p30_1t,p30_3,p30_4,p30_5,p30_6,p30_6_1_1,p30_6_1_2,p30_6_1_3,p30_6_1_4,p30_6_1_5,p30_6_1_6,p30_6_1_7,p30_6_1_8,p30_6_1_9,p30_6_1_10,p31,p32,p33c,p33t,p33_1c,p33_1u,p33_1_1,p34e,p34m,p34l,p34u,p34_1,p34_1_1,p34_2,p34_2_1_1,p34_2_1_2,p34_2_1_3,p34_2_1_4,p34_2_1_5,p34_2_1_6,p34_2_2,p34_3_0_1,p34_3_0_2,p34_3_0_3,p34_3_0_4,p34_3_0_5,p34_3_0_6,p34_3_0_7,p34_3_1_1,p34_3_1_2,p34_3_1_3,p34_3_1_4,p34_3_1_5,p34_3_1_6,p34_3_1_7,p34_3_1_8,p34_4c,p34_4t,p34_5_1,p34_5_2,p34_5_3,p34_5_4,p34_5_5,p34_5_6,p34_5_7,p34_6,p34_7,p34_8,p34_9,p34_10_1,p34_10_2,p34_10_3,p34_10_4,p34_10_5,p34_10_6,p34_10_7,p34_10_8,p34_11,p34_12,p35,p35_1,p36,p37,p37_1,p38,p39m,p39a,p40,p41,p42,p43,p44,p45,p45_1,p45_2,p45_3,p46,p47,p48,p48_1,p49,p50,p50_1,p51c,p51t,p52,p52_1,p52_2,p52_3,p53,p54,p55_1,p55_2,p55_3,p55_4,p56,filtro,ponfin3,pais,deported
3835,2:757,935,2017,3,211708,1,1,1,1,35,4,1,1,2,2,2,2,-2,6,2,2,7,4,1,1,0,1,0,1,2,2,2,2,16,1627,1,-9,-9,-9,-9,-9,-9,1,-11,1,-13,611,2,2,2,2,2,2,2,2,2,8,6,900,1,3,111,1,96,4,2,1,1705015,2,-16,-16,2,1,-17,-17,-17,-17,-17,0,2,-21,-21,-21,2,1,2,2,2,2,7,70890001,2,7,70090001,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,27,27017,270170001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,2,1,9,2,5000,1,2,27,27017,270170001,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,-39,-39,1,0,9999,8,2017,1,2,5,-42,1,2,-44,1,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,2,2,2,2,2,2,1.0,13.42478755,Honduras,Mexico
3836,2:758,937,2017,3,211708,1,1,1,1,22,6,1,1,2,2,2,2,-2,1,1,-3,8,2,1,1,1,1,1,1,2,2,2,2,7,703,1,-9,-9,-9,-9,-9,-9,1,-11,1,-13,712,2,2,2,2,2,2,2,2,2,8,6,150,1,2,236,1,96,4,2,1,1705015,1,97,97,1,1,-17,-17,-17,-17,-17,0,2,-21,-21,-21,1,2,2,2,2,2,7,70650001,2,30,300390001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,30039,300390001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,6,2,2500,1,2,30,30039,300390001,2,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,4,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,1,1,2,1,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,2,2,2,2,2,2,1.0,13.42478755,Honduras,Mexico
3837,2:759,940,2017,3,211708,1,1,1,1,34,3,1,1,2,2,2,2,-2,1,1,-3,4,1,1,1,1,1,1,1,2,2,2,2,8,801,2,-9,-9,-9,-9,-9,-9,1,-11,1,-13,611,2,2,2,2,2,2,2,2,2,8,6,100,1,2,111,2,96,5,2,1,1705099,2,-16,-16,1,1,-17,-17,-17,-17,-17,1,2,-21,-21,-21,1,1,2,2,2,2,7,70650001,2,27,270020001,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,7,7065,70650001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,5,2,3000,1,2,7,7065,70650001,2,5,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,-43,-43,-43,-43,-43,1,20020001,2,-47,48,1,2,3,4,1,2,1,1,2,2,2,2,2,2,2,1.0,13.42478755,Honduras,Mexico
3839,2:761,942,2017,3,211708,1,1,1,1,29,6,1,1,2,2,2,2,-2,6,2,2,5,2,2,1,0,1,1,1,2,2,2,2,8,801,1,-9,-9,-9,-9,-9,-9,1,-11,1,-13,263,2,2,2,2,2,2,2,2,2,8,4,350,1,2,811,2,96,5,2,1,1217001,2,-16,-16,1,1,-17,-17,-17,-17,-17,1,2,-21,-21,-21,1,2,2,2,2,2,27,270020001,2,30,300030001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,27002,270020001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,3,1,15,2,3500,1,2,7,7065,70650001,2,4,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,-43,-43,-43,-43,-43,1,20020001,2,-47,48,1,2,5,4,1,1,-50,-50,2,2,2,2,2,2,2,1.0,13.42478755,Honduras,Mexico
3840,2:762,943,2017,3,211708,1,1,1,1,48,6,1,1,2,2,2,2,-2,1,1,-3,5,1,1,1,1,1,1,1,2,2,2,2,4,409,1,-9,-9,-9,-9,-9,-9,1,-11,1,-13,611,2,2,2,2,2,2,2,2,2,8,4,120,1,2,111,2,96,5,2,1,1217001,2,-16,-16,1,1,-17,-17,-17,-17,-17,1,2,-21,-21,-21,1,2,2,2,2,2,7,70650001,2,30,300030001,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,30,30003,300030001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,14,2,4000,1,2,30,30003,300030001,2,4,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,4,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,-43,-43,-43,-43,-43,1,280320001,2,-47,48,1,1,555,5,2,-49,1,2,2,2,2,2,2,2,2,1.0,13.42478755,Honduras,Mexico
3841,2:763,944,2017,3,211708,1,1,1,1,23,6,1,1,2,2,2,2,-2,6,1,-3,1,-4,-4,1,0,1,1,1,2,2,2,2,8,801,98,-9,-9,-9,-9,-9,-9,1,-11,1,-13,834,2,2,2,2,2,2,2,2,2,8,6,200,1,2,485,2,96,4,2,1,1705016,2,-16,-16,1,1,-17,-17,-17,-17,-17,1,2,-21,-21,-21,1,1,2,2,2,2,7,70650001,2,27,270020001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,27002,270020001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,2,1,2,2,2,2,2,1,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,15,2,2000,1,2,27,27002,270020001,2,4,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,5,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,1,1,1,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,2,2,2,2,2,2,2,1.0,13.42478755,Honduras,Mexico
3842,2:764,973,2017,3,221708,1,1,1,1,19,0,0,2,2,2,2,2,-2,6,2,2,3,2,2,1,0,1,1,1,2,2,2,2,8,820,1,-9,-9,-9,-9,-9,-9,1,-11,1,-13,611,2,2,2,2,2,2,2,2,2,8,6,125,1,2,111,2,96,5,2,1,1705099,2,-16,-16,1,1,-17,-17,-17,-17,-17,1,2,-21,-21,-21,2,1,2,2,2,2,30,302040001,2,27,270020001,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,30,30003,300030001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,22,2,4000,1,2,30,30003,300030001,2,5,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,12,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,-43,-43,-43,-43,-43,1,280320001,2,-47,51,1,1,4,4,1,2,1,1,2,2,2,2,2,2,2,1.0,34.84200676,Honduras,Mexico
3843,2:765,974,2017,3,221708,1,1,1,1,25,6,1,1,2,2,2,2,-2,6,2,2,2,2,2,1,0,1,1,1,2,2,2,2,8,801,1,-9,-9,-9,-9,-9,-9,1,-11,1,-13,631,2,2,2,2,2,2,2,2,2,8,6,500,1,2,111,2,96,5,2,1,1705016,2,-16,-16,1,1,-17,-17,-17,-17,-17,1,2,-21,-21,-21,1,1,2,2,2,2,27,270170001,2,7,70150001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,27017,270170001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,2,1,15,2,2000,1,2,27,27002,270020001,2,4,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,10,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,-43,-43,-43,-43,-43,1,280320001,2,-47,48,1,1,555,5,2,-49,1,1,2,2,2,2,2,2,2,1.0,34.84200676,Honduras,Mexico
3845,2:767,978,2017,3,221708,1,1,1,1,25,3,2,-1,2,2,2,2,-2,1,1,-3,3,1,1,1,1,1,1,1,2,2,2,2,8,801,2,-9,-9,-9,-9,-9,-9,1,-11,1,-13,422,2,2,2,2,2,2,2,2,2,12,7,220,1,2,465,2,4,4,2,1,1705099,2,-16,-16,1,1,-17,-17,-17,-17,-17,0,2,-21,-21,-21,2,1,2,2,2,2,7,70650001,2,27,270170001,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,9,9007,90070001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,1,-30,30,30193,301930001,2,25,1,421,463,2,2,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,45,2,8000,1,2,29,29005,290050001,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,17,2,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2014,0,-40,-40,-40,-40,1,2,5,-42,1,1,2,1,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,2,2,2,2,2,2,1.0,34.84200676,Honduras,Mexico
3846,2:768,979,2017,3,221708,1,1,1,1,47,5,1,1,2,2,2,2,-2,1,1,-3,4,1,1,1,1,1,1,1,2,2,2,2,6,606,1,-9,-9,-9,-9,-9,-9,1,-11,1,-13,611,2,2,2,2,2,2,2,2,2,8,6,120,1,2,111,1,96,5,2,1,1705015,2,-16,-16,1,1,-17,-17,-17,-17,-17,0,2,-21,-21,-21,2,1,2,2,2,2,30,300390001,2,30,301930001,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,11,11007,110070001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,1,2,2,2,2,2,2,1,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,45,2,7000,1,1,28,28027,280270001,2,3,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,-43,-43,-43,-43,-43,1,999999997,2,-47,48,1,2,3,4,1,2,1,2,2,2,2,2,2,2,2,1.0,34.84200676,Honduras,Mexico
3847,2:769,1029,2017,3,251708,1,1,1,1,26,6,1,1,2,2,2,2,-2,1,1,-3,3,1,1,1,1,1,1,1,2,2,2,2,8,801,2,-9,-9,-9,-9,-9,-9,2,1,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,2,96,5,2,1,1217001,2,-16,-16,1,1,-17,-17,-17,-17,-17,1,2,-21,-21,-21,1,2,2,2,2,2,7,70650001,2,27,270170001,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,30,30003,300030001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,1,2,1,2,2,2,2,2,1,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,5,2,2000,1,2,7,7065,70650001,2,5,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,3,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,-43,-43,-43,-43,-43,1,280320001,2,-47,48,1,1,3,4,1,2,1,1,2,2,2,2,2,2,2,1.0,48.23557388,Honduras,Mexico
3848,2:770,1030,2017,3,251708,1,1,1,1,33,6,1,1,2,2,2,2,-2,6,1,-3,1,-4,-4,1,0,1,0,1,2,2,2,2,11,1102,98,-9,-9,-9,-9,-9,-9,1,-11,1,-13,721,2,2,2,2,2,2,2,2,2,8,6,200,1,2,811,2,96,4,2,1,1705016,2,-16,-16,1,2,3,0,-18,-18,-18,1,2,-21,-21,-21,1,1,2,2,2,2,30,300030001,2,19,190050001,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,30,30003,300030001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,25,2,4500,1,2,30,30003,300030001,2,4,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,1,1,2,1,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,3,2,2,2,2,2,2,1.0,48.23557388,Honduras,Mexico
3849,2:771,1033,2017,3,251708,1,1,1,1,22,2,3,-1,2,2,2,2,-2,6,2,2,3,2,2,1,0,1,0,2,2,2,2,2,15,1501,1,-9,-9,-9,-9,-9,-9,1,-11,1,-13,531,2,2,2,2,2,2,2,2,2,8,6,120,1,2,112,4,96,4,2,1,1705099,2,-16,-16,2,1,-17,-17,-17,-17,-17,3,2,-21,-21,-21,1,1,2,2,2,2,27,270170001,2,30,301930001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,30193,301930001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,1,-30,19,19039,190390001,2,2,3,933,111,1,2,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,3,4,5000,1,2,19,19039,190390001,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,1,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2015,0,-40,-40,-40,-40,0,-41,-41,-41,1,1,2,1,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,2,2,2,2,2,2,1.0,48.23557388,Honduras,Mexico
3850,2:772,1034,2017,3,251708,1,1,1,1,24,1,2,-1,2,2,2,2,-2,1,1,-3,5,3,1,1,1,1,1,1,2,2,2,2,6,601,1,-9,-9,-9,-9,-9,-9,1,-11,1,-13,712,2,2,2,2,2,2,2,2,2,8,7,200,1,2,236,1,96,4,2,1,1705099,2,-16,-16,1,2,1,0,-18,-18,-18,6,2,-21,-21,-21,1,2,2,2,2,2,7,70650001,2,30,301930001,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,30,30193,301930001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,7,2,2000,1,2,30,30193,301930001,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,1,1,2,1,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,2,2,2,2,2,2,1.0,48.23557388,Honduras,Mexico
3852,2:774,1064,2017,3,281708,1,1,1,1,29,5,1,1,2,2,2,2,-2,6,2,2,3,1,1,1,0,5,0,2,2,2,2,2,1,101,99,-9,-9,-9,-9,-9,-9,1,-11,1,-13,421,2,2,2,2,2,2,2,2,2,12,6,300,1,2,461,2,96,5,2,1,1705099,2,-16,-16,2,1,-17,-17,-17,-17,-17,0,2,-21,-21,-21,1,1,2,2,2,2,24,240250001,2,19,190390001,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5030,50300001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,1,4,6000,1,2,28,28032,280320001,2,4,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,10,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,-43,-43,-43,-43,-43,1,280320001,2,-47,48,1,1,2,4,1,2,1,1,3,2,2,2,2,2,2,1.0,24.76821269,Honduras,Mexico
3853,2:775,1065,2017,3,281708,1,1,1,1,21,2,2,-1,2,2,2,2,-2,6,2,2,3,1,2,1,0,1,0,2,2,2,2,2,8,801,2,-9,-9,-9,-9,-9,-9,1,-11,1,-13,312,2,2,2,2,2,2,2,2,2,8,7,300,1,2,485,4,1,5,2,1,1217001,2,-16,-16,2,1,-17,-17,-17,-17,-17,6,2,-21,-21,-21,2,1,2,2,2,2,7,70170001,2,30,301930001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7065,70650001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,1,-30,20,20025,200250001,1,2,1,963,811,2,2,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,4,2,1,4,99997,97,2,20,20327,999999998,98,8,1,2,-36,-36,-36,-36,-36,-36,-36,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,-39,-39,3,3,9999,8,2017,1,2,5,-42,-43,-43,-43,-43,-43,1,50250001,2,-47,48,1,2,555,5,1,2,1,1,2,2,2,2,2,2,2,1.0,24.76821269,Honduras,Mexico
3854,2:776,1066,2017,3,281708,1,1,1,1,31,0,0,2,2,2,2,2,-2,6,2,2,8,7,1,1,0,1,0,1,2,2,2,2,8,824,1,-9,-9,-9,-9,-9,-9,1,-11,1,-13,611,2,2,2,2,2,2,2,2,2,8,6,400,1,2,111,1,96,5,2,1,1705099,2,-16,-16,1,1,-17,-17,-17,-17,-17,3,2,-21,-21,-21,1,2,2,2,2,2,7,70650001,2,30,301930001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2004,20040001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,1,-30,2,2004,20040001,2,10,1,712,236,2,2,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,2,2,2,4,14000,1,2,9,9008,90080001,2,8,1,2,-36,-36,-36,-36,-36,-36,-36,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,-39,-39,25,6,9999,8,2017,1,2,5,-42,-43,-43,-43,-43,-43,1,50250001,2,-47,37,1,2,10,4,2,-49,1,2,2,2,2,2,2,2,2,1.0,24.76821269,Honduras,Mexico
3855,2:777,1067,2017,3,281708,1,1,1,1,21,3,2,-1,2,2,2,2,-2,6,2,2,6,4,2,5,0,1,0,1,1,2,2,2,3,301,1,-9,-9,-9,-9,-9,-9,1,-11,1,-13,834,2,2,2,2,2,2,2,2,2,6,6,200,1,2,485,2,1,5,2,1,1705099,2,-16,-16,1,1,-17,-17,-17,-17,-17,3,2,-21,-21,-21,2,1,2,2,2,2,7,70890001,2,27,270170001,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,30,30193,301930001,2,2,2,2,2,2,2,2,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,-22,2,-25,-25,-25,-25,-25,-25,-25,-25,2,-26,2,-27,2,-28,2,-29,2,2,2,-31,-31,-31,-31,-31,-31,-31,-31,-31,3,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,1,1,28,2,5000,1,2,13,13048,130480001,2,3,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-37,-38,7,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,-39,-39,0,-40,-40,-40,-40,0,-41,-41,-41,-43,-43,-43,-43,-43,1,280270001,2,-47,48,1,1,3,4,1,2,1,1,1,2,2,2,2,2,2,1.0,24.76821269,Honduras,Mexico
